date,url,source
2026-01-01,https://www.cnbc.com/2025/12/31/investors-are-betting-these-stocks-will-reap-considerable-returns-in-2026.html,cnbc.com
2026-01-01,https://www.cnbc.com/2026/01/01/warren-buffett-retires-as-berkshire-hathaway-ceo.html,cnbc.com
2026-01-01,https://www.cnbc.com/2026/01/01/warren-buffetts-legacy-a-5-million-percent-return.html,cnbc.com
2026-01-01,https://www.bloomberg.com:443/news/articles/2025-12-31/us-stocks-slouch-into-year-end-with-nike-and-tesla-rallying,bloomberg.com
2026-01-01,https://www.cnbc.com/2025/12/31/ai-data-centers-debt-sam-altman-elon-musk-mark-zuckerberg.html,cnbc.com
2026-01-01,https://www.cnbc.com/2026/01/01/2026-will-bring-glp-1-weight-loss-pills-these-stocks-will-benefit-from-new-habits.html,cnbc.com
2026-01-02,https://www.cnbc.com/2026/01/02/jefferies-says-this-chinese-tech-giant-will-get-a-boost-from-its-ai-chip-subsidiary-spin-off.html,cnbc.com
2026-01-02,https://www.cnbc.com/2026/01/02/saks-global-new-ceo-richard-baker-bankruptcy-reports.html,cnbc.com
2026-01-02,https://www.bloomberg.com/news/articles/2026-01-02/india-s-itc-sheds-7-billion-as-tax-shock-triggers-rating-cuts,bloomberg.com
2026-01-02,https://www.cnbc.com/2026/01/02/hangzhou-liangzhu-china-ai-physical-robots-startups-manycore-nvidia-unitree-deep-silicon-valley.html,cnbc.com
2026-01-02,https://www.cnbc.com/2026/01/02/baidus-semiconductor-kunlunxin-hong-kong-ipo-ai-chips-listing-china.html,cnbc.com
2026-01-02,https://www.cnbc.com/2026/01/02/raymond-james-downgrades-apple-says-gains-will-be-hard-to-come-by-in-2026.html,cnbc.com
2026-01-02,https://www.cnbc.com/2026/01/02/meet-the-2026-stock-market-its-the-same-ai-reliant-market-of-2025.html,cnbc.com
2026-01-02,https://www.cnbc.com/2026/01/02/stock-market-today-live-updates.html,cnbc.com
2026-01-02,https://www.cnbc.com/2026/01/02/the-clubs-top-10-things-to-watch-in-the-stock-market-friday.html,cnbc.com
2026-01-02,https://www.cnbc.com/2026/01/02/any-way-you-look-at-it-the-us-stock-market-is-expensive-as-the-new-year-begins-bofa-says-.html,cnbc.com
2026-01-03,https://www.bloomberg.com/news/articles/2026-01-02/wall-street-carries-big-expectations-after-best-run-since-2009,bloomberg.com
2026-01-03,https://www.cnbc.com/2026/01/03/these-are-the-most-overbought-and-oversold-stocks-in-the-sp-500-as-2026-begins.html,cnbc.com
2026-01-03,https://www.bloomberg.com:443/news/articles/2026-01-02/deepseek-touts-new-training-method-as-china-pushes-ai-efficiency,bloomberg.com
2026-01-03,https://www.bloomberg.com:443/news/newsletters/2026-01-02/hedge-funds-are-the-winners-in-trump-s-trade-war-evening-briefing-americas,bloomberg.com
2026-01-03,https://www.cnbc.com/2026/01/03/bank-of-america-expects-a-boost-in-dividend-growth-in-2026.html,cnbc.com
2026-01-03,https://www.bloomberg.com:443/news/articles/2026-01-01/stocks-set-to-start-2026-tepidly-after-recent-drop-markets-wrap,bloomberg.com
2026-01-03,https://www.bloomberg.com:443/opinion/articles/2026-01-02/can-kalshi-take-on-inflation-too,bloomberg.com
2026-01-03,https://www.cnbc.com/2026/01/03/trump-orders-unwind-chinese-chip-acquisition-emcore-hiefo-emcore-velocity-one-navgiation-gyro.html,cnbc.com
2026-01-03,https://www.bloomberg.com:443/news/articles/2026-01-02/aca-subsidies-the-impact-of-their-expiration,bloomberg.com
2026-01-03,https://www.bloomberg.com:443/news/articles/2026-01-02/jeff-bezos-michael-dell-led-billionaire-insider-selling-in-2025,bloomberg.com
