word,score
early,0.0018557557324706273
time,0.001835440699423876
provide,0.0014406749864352292
help,0.0013900062583131372
good,0.0013785882878444976
business,0.0013715017663062194
like,0.0013130361497951544
loss,0.0012808719136799805
general,0.0012808719136799805
million,0.0012787840105253272
intelligence,0.0012680764069073823
artificial,0.0012680764069073823
cap,0.0012135092345908038
october,0.0012116986935509705
use,0.001205989708316651
lose,0.0011589420622742255
mark,0.0011589420622742255
small,0.0011571315212343923
look,0.0011532330770399057
america,0.001104374889957647
rate,0.001084059856910896
week,0.0010780735095617566
year,0.0010684660801329503
nasdaq,0.0010498077176410686
end,0.0010331137666739843
company,0.0010196078930506916
consumer,0.0009806344975120589
bring,0.0009806344975120589
nvidia,0.0009785465943574058
opportunity,0.0009749255122777392
average,0.0009260673251954805
health,0.0009260673251954805
bad,0.0009260673251954805
announce,0.0009239794220408274
group,0.000922168881000994
point,0.0009203583399611607
sale,0.0009182704368065076
wednesday,0.0009182704368065076
act,0.0008733106939187354
tax,0.0008733106939187354
annual,0.0008694122497242491
december,0.0008587046461063038
level,0.0008568941050664706
hold,0.0008529956608719843
service,0.000851185119832151
security,0.0008130345363678372
ask,0.0008041374737897255
happen,0.0008041374737897255
datum,0.0007984284885554058
customer,0.0007513808425129804
real,0.000749570301473147
data,0.000749570301473147
direct,0.000749570301473147
control,0.000749570301473147
announcement,0.0007477597604333137
kind,0.0007477597604333137
significant,0.0007477597604333137
session,0.0007477597604333137
negative,0.0007477597604333137
sure,0.0007477597604333137
government,0.0007456718572786608
want,0.0007456718572786608
change,0.0007456718572786608
sector,0.0007381523310045077
run,0.0007292552684263961
credit,0.000696813670196402
performance,0.0006950031291565686
launch,0.0006950031291565686
industry,0.0006950031291565686
argue,0.0006950031291565686
startup,0.0006950031291565686
openai,0.0006950031291565686
spend,0.0006950031291565686
strengthen,0.0006950031291565686
struggle,0.0006950031291565686
industrial,0.0006931925881167354
limit,0.0006931925881167354
plan,0.0006929152260019156
sign,0.0006911046849620824
far,0.0006911046849620824
interview,0.0006911046849620824
appear,0.0006874836028824158
tell,0.0006814972555332763
say,0.0006551958751373862
feature,0.0006422464978798236
manufacturing,0.0006422464978798236
sentiment,0.0006404359568399902
advance,0.0006404359568399902
social,0.0006404359568399902
september,0.0006404359568399902
improve,0.0006404359568399902
base,0.000636537512645504
chief,0.0006347269716056705
step,0.0006276404500673922
card,0.0006276404500673922
view,0.0006258299090275588
analysis,0.0006258299090275588
key,0.0006219314648330725
ceo,0.0006198435616784194
worth,0.0005876793255632451
secure,0.0005876793255632451
major,0.0005762613550946057
magnificent,0.0005730732777508137
double,0.0005730732777508137
payment,0.0005730732777508137
online,0.0005712627367109803
hour,0.0005691748335563274
build,0.0005691748335563274
lot,0.0005655537514766607
acquisition,0.0005185061054342353
shareholder,0.0005185061054342353
agree,0.0005185061054342353
core,0.0005185061054342353
little,0.0005185061054342353
statement,0.0005185061054342353
class,0.0005166955643944019
history,0.0005166955643944019
area,0.0005166955643944019
momentum,0.0005166955643944019
provider,0.0005166955643944019
user,0.0005166955643944019
purpose,0.0005166955643944019
street,0.0005164182022795822
write,-0.0004699252804667961
strategy,-0.00047173582150662947
catch,-0.00047173582150662947
expectation,-0.00047173582150662947
gas,-0.00047354636254646283
bid,-0.00047354636254646283
trading,-0.0004774448067409491
davos,-0.0004813432509354356
tech,-0.000488429772473714
reportedly,-0.000526302993823208
secretary,-0.000526302993823208
contribute,-0.000526302993823208
likely,-0.000526302993823208
current,-0.0005302014380176943
index,-0.0005377209642918472
bloomberg,-0.0005409090416356394
think,-0.000546618026869959
potential,-0.000546618026869959
day,-0.0005544149152589319
military,-0.0005790596250999529
past,-0.0005829580692944394
concern,-0.0005829580692944394
president,-0.0005925654987232456
trump,-0.0005925654987232456
half,-0.0005936656729123843
pace,-0.0005954762139522178
measure,-0.0005954762139522178
lower,-0.0005954762139522178
low,-0.0005954762139522178
upgrade,-0.0005954762139522178
note,-0.0005993746581467041
lead,-0.0006011851991865373
add,-0.0006032731023411905
make,-0.0006032731023411905
economic,-0.0006050836433810239
memory,-0.0006482328452289628
partner,-0.0006482328452289628
central,-0.0006482328452289628
forecast,-0.0006500433862687961
headline,-0.0006500433862687961
monday,-0.0006500433862687961
morning,-0.0006500433862687961
benefit,-0.0006500433862687961
soar,-0.0006500433862687961
outlook,-0.0006500433862687961
slide,-0.0006500433862687961
chip,-0.000650320748383616
start,-0.0006521312894234492
cite,-0.0006539418304632825
upside,-0.0006539418304632825
compare,-0.0007028000175455411
season,-0.0007046105585853746
international,-0.0007046105585853746
box,-0.0007046105585853746
consider,-0.0007046105585853746
parent,-0.0007046105585853746
scott,-0.0007046105585853746
war,-0.0007046105585853746
hit,-0.0007066984617400277
risk,-0.0007124074469743474
release,-0.0007174060653579727
policy,-0.0007252029537469454
high,-0.0007259133205976389
unlikely,-0.0007573671898621195
peace,-0.0007573671898621195
expand,-0.0007573671898621195
face,-0.0007630761750964393
yield,-0.0007669746192909257
product,-0.0007758716818690374
thing,-0.0007776822229088706
world,-0.0007872896523376769
tuesday,-0.0007872896523376769
fuel,-0.0008265404099911294
snap,-0.0008265404099911294
design,-0.0008265404099911294
analyst,-0.0008382357425745887
expect,-0.0008528417903870202
quarter,-0.0008546523314268534
dynamic,-0.0008811075823077079
love,-0.0008811075823077079
mountain,-0.0008811075823077079
know,-0.0008889044706966807
forum,-0.0008907150117365139
access,-0.0009395731988187726
board,-0.0009395731988187726
bank,-0.000954179246631204
climb,-0.000994140371135351
threaten,-0.000994140371135351
trader,-0.000994140371135351
nato,-0.000994140371135351
greenland,-0.0010037478005641572
rise,-0.001007646244758643
increase,-0.0010565044318409024
range,-0.0010633135912643608
gain,-0.0010672120354588473
position,-0.001116070222541106
fresh,-0.0011178807635809393
especially,-0.0011178807635809393
firm,-0.0011256776519699121
tumble,-0.0011724479358975175
bond,-0.0011724479358975175
escalate,-0.0011724479358975175
fear,-0.0011724479358975175
cost,-0.0011745358390521708
demand,-0.0011745358390521708
asset,-0.0011781569211318373
send,-0.0011891418868646023
buy,-0.0012005598573332412
tariff,-0.001234811996603069
store,-0.0012398106149866942
shift,-0.0012943777873032725
late,-0.0013567418480088238
short,-0.0014035121319364294
equity,-0.0014092211171707492
global,-0.0014131195613652356
treasury,-0.0014619777484474942
tension,-0.0014619777484474942
price,-0.0014861912256887314
gold,-0.001640285313209661
surge,-0.001693041944486406
jump,-0.0018206807811264806
set,-0.0019483196177665547
spike,-0.002339186886560716
